Category,Size,Distance,tsne_1,tsne_2
sheep,Small,0.6659734,30.28593,-46.1416
sheep,Medium,0.65129715,40.013603,-41.755985
sheep,Large,0.63511604,41.756237,-40.01129
sheep,Medium,0.69024205,38.819366,-42.76648
sheep,Large,0.6860212,42.29814,-45.23679
sheep,Small,0.7031525,30.149578,-45.82364
sheep,Medium,0.7944895,31.32325,-44.48756
sheep,Large,0.62576973,46.033413,-36.309315
sheep,Large,0.700987,47.339268,-37.44994
sheep,Large,0.60259277,46.434715,-36.80933
sheep,Medium,0.5795468,41.009884,-38.81069
sheep,Large,0.5918076,41.147125,-42.058163
sheep,Large,0.7082371,50.24267,-39.01909
sheep,Medium,0.7021129,42.94311,-41.923832
sheep,Large,0.74585,48.205864,-36.373497
sheep,Large,0.7671694,44.72646,-39.829147
sheep,Medium,0.6292995,31.148325,-44.9195
sheep,Small,0.79556996,29.75995,-46.505604
sheep,Small,0.77898526,32.648632,-46.75908
sheep,Large,0.79453576,47.705753,-41.40159
sheep,Medium,0.73450905,31.131187,-43.31937
sheep,Small,0.7160781,36.58248,-45.463577
sheep,Large,0.65046644,40.61372,-39.66361
sheep,Large,0.8104804,48.312534,-36.23261
sheep,Small,1.0139594,-2.800173,-14.355815
sheep,Large,0.83859366,52.999794,-42.46976
sheep,Medium,0.70876646,35.41526,-47.124763
sheep,Large,0.6755871,47.22179,-37.623093
sheep,Medium,0.8149883,39.85143,-47.294067
sheep,Large,0.6826971,42.024944,-40.11353
sheep,Medium,0.6919221,39.262463,-45.00587
sheep,Large,0.68905175,41.710526,-38.821987
sheep,Medium,0.8008799,39.1578,-39.450283
sheep,Medium,0.66620195,41.135128,-38.636242
sheep,Medium,0.73557323,36.076843,-43.752
sheep,Large,0.5660998,41.11655,-40.21273
sheep,Large,0.7386845,46.460278,-40.61924
sheep,Medium,0.73093516,41.354214,-38.29734
sheep,Large,0.6710457,47.238026,-36.68564
sheep,Medium,0.7540987,39.593246,-44.20676
sheep,Medium,0.67859834,37.343758,-44.178913
sheep,Large,0.76739997,40.6681,-44.558064
sheep,Large,0.7108691,48.350914,-36.154503
sheep,Large,0.6606062,44.33606,-39.06269
sheep,Medium,0.5706047,40.9551,-40.046444
sheep,Small,0.62404567,32.9244,-46.93464
sheep,Small,0.79366976,40.305668,-43.934658
sheep,Small,0.8181227,32.74862,-47.863766
sheep,Large,0.7305705,43.431786,-38.199673
sheep,Large,0.6038598,39.73789,-44.8358
sheep,Medium,0.6970636,37.84946,-45.53634
sheep,Large,0.73475254,43.23953,-40.6154
sheep,Large,0.657345,47.490814,-37.29426
sheep,Small,0.7658896,32.205822,-48.404705
sheep,Medium,0.765135,43.68844,-42.294632
sheep,Medium,0.5538777,41.370895,-39.97318
sheep,Medium,0.68932235,39.321743,-39.52728
sheep,Medium,0.69429404,35.56779,-46.73163
sheep,Large,0.8110257,49.821518,-42.92655
sheep,Small,0.7930521,35.047787,-46.42977
sheep,Medium,0.56605154,40.97138,-41.89781
sheep,Small,0.6996449,30.334332,-45.792892
sheep,Large,0.71968734,42.39554,-41.523914
sheep,Small,0.8340802,34.675533,-45.251923
sheep,Small,0.7620601,29.68459,-46.377125
sheep,Large,0.66247016,43.07082,-40.682556
sheep,Small,0.9934276,30.269672,41.517883
sheep,Medium,0.7860341,41.813248,-42.499653
sheep,Small,0.60353905,30.173988,-45.7134
sheep,Medium,0.72954196,37.39158,-45.514038
sheep,Large,0.56529987,40.506607,-43.577972
sheep,Medium,0.7463762,32.959312,-47.547295
sheep,Large,0.66076845,46.50439,-38.38734
sheep,Medium,0.56797594,38.296356,-42.671806
sheep,Large,0.6869651,48.201134,-38.318874
sheep,Medium,0.57097715,40.609592,-40.820206
cow,Medium,0.60777766,47.171055,-44.11955
cow,Small,0.59397846,32.612007,-40.79088
cow,Large,0.66587424,46.057236,-43.92852
cow,Medium,0.58008695,45.851303,-45.41162
cow,Small,0.7977085,31.45927,-38.653572
cow,Medium,0.5641737,33.283745,-40.645905
cow,Large,0.67740417,45.647976,-43.538548
cow,Medium,0.876507,25.217825,-63.087673
cow,Small,0.67519236,32.097507,-38.98154
cow,Medium,0.64346117,33.78294,-39.44906
cow,Large,0.70163727,47.39371,-44.84045
cow,Small,0.6928924,30.224823,-39.645317
cow,Medium,0.6329538,49.93238,-44.578167
cow,Large,0.75282854,46.98036,-46.03539
cow,Small,0.6169002,31.643112,-40.48155
cow,Large,0.89289767,32.593254,-61.79721
cow,Medium,0.79031384,42.36451,-46.748497
cow,Medium,0.8565879,37.07216,-48.577347
cow,Small,0.7960377,30.082403,-43.50146
cow,Medium,0.69475454,44.28883,-45.130157
cow,Medium,0.66718364,34.34007,-40.561405
cow,Small,0.60148084,31.936434,-39.86332
cow,Small,0.76437426,28.959702,-39.6033
cow,Small,0.65651584,32.26688,-40.968674
cow,Medium,0.65964985,49.83354,-43.399517
cow,Medium,0.69086266,49.954422,-43.50444
cow,Medium,1.0255264,40.20333,-45.556267
cow,Small,0.6909315,30.198378,-39.662304
cow,Large,0.76979834,45.41306,-46.26644
cow,Medium,0.7575963,47.28228,-52.041153
cow,Small,0.8136923,29.709146,-41.92515
cow,Small,0.7772084,29.766357,-41.74995
cow,Small,0.75299346,30.846329,-39.48055
cow,Large,0.73359734,42.459103,-45.67508
cow,Large,0.6754434,52.765316,-39.33001
cow,Large,0.7213792,52.952774,-41.431374
cow,Medium,0.61098415,34.264874,-39.064568
cow,Large,0.7246,52.29189,-39.92075
cow,Small,0.65544605,32.559525,-41.423412
cow,Small,0.6836709,32.417946,-42.52615
cow,Small,0.639996,32.608627,-39.355778
cow,Large,0.7317177,42.1947,-38.381386
cow,Small,0.6337695,31.881603,-39.39143
cow,Medium,0.6548318,43.48361,-44.863876
cow,Medium,0.76038563,34.31228,-39.06405
cow,Large,0.89868426,41.497738,-37.0105
cow,Large,0.6452135,51.41783,-40.191177
cow,Large,0.71664387,53.02951,-39.132973
cow,Small,0.78538454,34.565205,-44.853516
cow,Small,0.7591204,29.462358,-41.23924
cow,Small,0.6154384,32.777546,-40.36391
cow,Medium,0.6728757,45.929523,-44.38118
cow,Medium,0.73468953,50.66425,-44.702866
cow,Medium,0.7066238,35.933533,-43.23802
cow,Small,0.7183676,30.233265,-40.173393
cow,Medium,0.81635135,35.148476,-38.387108
cow,Small,0.9113041,35.914753,-48.407005
cow,Large,0.72833526,51.44559,-40.47766
cow,Small,0.9122098,27.44802,-38.861877
cow,Large,0.6466583,51.401295,-40.187084
cow,Medium,0.65629035,34.247005,-40.873478
cow,Small,0.74134403,28.584093,-43.170208
cow,Small,1.0591536,-89.5549,-7.978016
cow,Medium,0.5992969,47.42706,-44.42529
cow,Small,0.68795854,32.644558,-39.213806
cow,Large,0.73591673,48.996094,-43.175236
cow,Small,0.8357835,-2.2941215,-14.248367
cow,Medium,0.65739334,45.596664,-45.58662
cow,Large,0.7783814,49.780727,-42.08405
cow,Medium,0.74980986,44.312435,-45.675827
cow,Large,0.71845436,52.985977,-41.43848
cow,Large,0.689312,45.52789,-43.532665
cow,Large,0.69985116,49.747677,-42.233707
cow,Medium,0.6583932,33.94176,-39.43365
cow,Large,0.6587347,48.83793,-43.48243
cow,Medium,0.8998085,38.658745,-41.77583
cow,Large,0.6615486,52.64408,-39.145874
cow,Large,0.7168899,48.55981,-45.072857
cow,Large,0.724297,50.71014,-41.250423
cow,Small,0.7286879,29.869799,-40.531162
cow,Medium,0.7973984,47.21674,-46.294384
cow,Large,0.6519656,52.74898,-39.593727
cow,Large,0.61819756,51.062847,-40.17186
cow,Small,0.7394181,29.83111,-39.90226
cow,Large,0.69173265,48.183197,-40.75689
cow,Medium,0.819979,35.486324,-38.21717
cow,Large,0.6496239,51.408775,-39.98326
cow,Medium,0.53257596,45.717438,-44.39137
cow,Medium,0.81313294,44.73139,-46.20967
cow,Large,0.67624587,48.96739,-43.266262
cow,Small,0.7328747,32.578815,-42.939785
cow,Medium,0.81264704,34.84716,-15.792005
cow,Medium,0.68396014,45.16632,-43.388474
cow,Large,0.82678306,52.982815,-44.602676
cow,Large,0.6338804,50.674927,-39.224514
cow,Large,0.6832793,48.64805,-44.986813
cow,Small,0.7890443,35.90624,-48.296986
cow,Medium,0.73026,44.978786,-43.172832
cow,Small,0.62976724,32.208675,-39.82236
cow,Large,0.6271785,46.230232,-44.041595
elephant,Small,0.7282836,42.66909,-56.0554
elephant,Medium,0.59237474,45.782402,-55.68254
elephant,Large,0.5677199,48.431606,-55.83054
elephant,Large,0.5619003,52.32437,-57.94439
elephant,Large,0.65664124,44.46856,-51.09424
elephant,Medium,0.5665356,46.331062,-55.502007
elephant,Large,0.54376656,50.275276,-57.8765
elephant,Large,0.5547638,50.45115,-57.691628
elephant,Large,0.6348856,46.72635,-57.02231
elephant,Large,0.4843502,50.59883,-56.78565
elephant,Large,0.63568336,51.360355,-58.714317
elephant,Large,0.53000236,50.96303,-57.844627
elephant,Large,0.56015414,49.595905,-57.12898
elephant,Medium,0.5764031,45.3196,-55.92788
elephant,Large,0.5468881,50.29876,-58.155857
elephant,Large,0.6828919,53.877323,-56.437626
elephant,Large,0.6522094,52.104717,-57.10225
elephant,Large,0.5624574,52.87146,-56.690304
elephant,Large,0.62247056,46.491177,-55.058613
elephant,Large,0.64819807,53.607143,-55.95738
elephant,Large,0.50497425,51.603905,-57.570328
elephant,Medium,0.98688054,37.53073,-53.67144
elephant,Large,0.55119944,50.525833,-57.14658
elephant,Large,0.6576776,54.008884,-57.426853
elephant,Large,0.6176025,49.296814,-58.370613
elephant,Large,0.6292762,48.80526,-58.41308
elephant,Large,0.53860295,51.471405,-56.006233
elephant,Medium,0.69938856,42.869972,-54.92044
elephant,Large,0.55645066,47.847816,-57.094997
elephant,Large,0.74938786,47.50187,-58.079994
elephant,Large,0.64376575,45.26172,-54.53871
elephant,Large,0.57280445,47.518513,-55.51714
elephant,Large,0.6726757,54.091553,-57.64656
elephant,Medium,0.7060306,42.83232,-54.855064
elephant,Large,0.5744765,48.068123,-55.74775
elephant,Large,0.5711279,52.31168,-57.393784
elephant,Medium,0.73841774,43.21938,-53.876755
elephant,Medium,0.6030209,44.46004,-56.145073
elephant,Medium,0.6128919,46.549217,-55.887695
elephant,Large,0.62379587,48.70756,-57.669823
elephant,Large,0.5211685,51.045456,-56.251125
elephant,Large,0.6379663,45.43429,-54.53991
elephant,Small,1.1265084,37.275093,-53.575897
elephant,Large,0.66353756,47.897724,-57.83293
elephant,Medium,0.7363612,47.247673,-53.228558
elephant,Medium,0.97208816,37.297585,-52.211372
elephant,Large,0.57786363,50.946037,-57.96554
elephant,Small,0.8737664,37.924313,-53.430214
elephant,Medium,0.69201463,42.602875,-55.797775
elephant,Medium,0.65446025,45.156265,-56.444473
elephant,Large,0.5863468,47.146122,-54.219048
elephant,Large,0.5708334,47.89004,-55.972477
elephant,Large,0.5936272,45.40403,-54.66465
elephant,Large,0.6160392,52.446217,-58.462635
elephant,Large,0.5910112,45.676258,-54.47703
elephant,Large,0.62021023,45.360687,-54.687325
elephant,Large,0.6781726,51.29454,-58.963272
elephant,Large,0.56322557,51.822506,-55.861725
elephant,Medium,0.6995311,44.254135,-54.23104
elephant,Large,0.7104079,47.31663,-58.022068
elephant,Large,0.76121205,44.436806,-51.07223
elephant,Large,0.5827197,51.682674,-55.56322
elephant,Large,0.6599752,52.617043,-57.45895
elephant,Large,0.69776183,52.936913,-58.493656
elephant,Large,0.88877636,39.687412,-6.2105927
elephant,Large,0.49510112,51.453857,-56.862385
elephant,Medium,0.7894704,42.38139,-54.936146
elephant,Large,0.55778116,48.86031,-55.81155
elephant,Large,0.5323791,48.062004,-55.868973
elephant,Large,0.5354124,48.407955,-55.924732
elephant,Small,0.7122424,43.768974,-56.19504
elephant,Large,0.601244,51.62914,-55.859035
elephant,Large,0.5031009,51.650837,-56.941505
elephant,Medium,0.62401867,46.433067,-56.25586
elephant,Large,0.53548,51.41093,-56.251156
elephant,Large,0.5908951,49.80997,-55.727238
elephant,Large,0.58861053,46.23796,-55.48726
elephant,Medium,0.74037284,45.401234,-57.73014
elephant,Medium,0.802572,42.61131,-54.815266
elephant,Large,0.626452,48.264294,-54.925716
elephant,Large,0.57635224,52.3463,-55.734394
elephant,Large,0.80121917,47.89546,-48.973362
elephant,Large,0.5917087,53.257633,-56.515594
elephant,Large,0.59171844,45.298145,-55.12742
elephant,Large,0.60744715,51.82077,-56.623543
elephant,Medium,0.60333484,46.465633,-55.933365
elephant,Medium,0.7811373,45.242054,-57.762165
elephant,Large,0.82676613,44.385983,-50.97554
elephant,Medium,0.88970095,37.045605,-26.569782
elephant,Large,0.52007234,51.51171,-56.5288
elephant,Small,0.6779537,42.55463,-55.96193
elephant,Medium,0.7511156,42.97799,-54.421925
elephant,Large,0.59976393,52.339184,-55.84302
elephant,Large,0.5401768,51.18156,-56.41246
elephant,Large,0.6551595,53.673717,-56.12015
elephant,Large,0.57911694,45.28504,-56.382458
elephant,Large,0.53067064,51.112812,-57.82547
elephant,Large,0.8091955,47.567837,-48.78123
elephant,Large,0.5305387,50.946423,-56.307415
elephant,Large,0.56108457,52.40916,-58.074783
bear,Large,0.65376717,47.625366,-29.324694
bear,Large,0.64135396,44.301025,-31.587908
bear,Small,0.8345469,33.215527,-42.24467
bear,Small,0.8301829,28.580503,-40.09454
bear,Large,0.65627944,44.62297,-30.48308
bear,Large,0.5192297,49.78443,-28.74706
bear,Large,0.65917593,46.864773,-32.427547
bear,Large,0.58540404,45.96368,-31.685537
bear,Large,0.64820325,51.364475,-27.482811
bear,Large,0.6529299,51.574074,-28.068548
bear,Large,0.49478358,47.845848,-30.832092
bear,Medium,0.7789666,29.421404,-44.47785
bear,Medium,0.6013876,44.639633,-31.085861
bear,Medium,0.7695995,28.11267,-40.962112
bear,Medium,0.7538528,41.394905,-38.050995
bear,Large,0.7304064,46.26207,-27.556534
bear,Large,0.59122336,47.494373,-29.781706
bear,Large,0.64611256,49.180767,-33.25139
bear,Large,0.72922915,46.920235,-28.266073
bear,Large,0.6665351,51.820934,-27.09326
bear,Large,0.8642301,0.68597376,-51.92807
bear,Large,0.8327698,52.62602,-26.636585
bear,Large,0.7508148,47.39378,-16.75466
bear,Small,0.81515604,33.212696,-42.347054
bear,Medium,0.7882168,28.127829,-41.030212
bear,Large,0.58173275,51.30605,-27.43996
bear,Medium,0.8398364,40.278423,-28.001368
bear,Large,0.5607188,50.002586,-30.974257
bear,Large,0.6707088,43.854862,-30.493912
bear,Large,0.8786919,54.618473,-29.194649
bear,Large,0.52653766,49.5809,-31.079588
bear,Large,0.453309,49.022816,-30.20458
bear,Large,0.95489365,45.195038,-39.992306
bear,Large,0.6827821,41.91619,-31.410822
bear,Large,0.59910345,47.618637,-30.609802
bear,Large,0.5779031,50.50657,-28.29534
bear,Large,0.48911673,45.570625,-31.080849
bear,Large,0.6880227,46.804344,-28.211151
bear,Large,0.57752997,45.090187,-30.975603
bear,Large,0.5581032,44.90946,-31.155231
bear,Large,0.47596806,48.507725,-30.227655
bear,Large,0.5512797,45.620884,-31.118494
bear,Large,0.54504514,49.949844,-30.486757
bear,Small,0.80105764,30.112959,-44.2614
bear,Large,0.6345877,48.096535,-32.05063
bear,Medium,0.5873044,44.45857,-30.949919
bear,Large,0.4969973,49.212933,-29.855406
bear,Large,0.52742094,49.090054,-30.507858
bear,Large,0.5934131,47.39053,-29.90769
bear,Large,0.71568584,51.57874,-27.750238
bear,Large,0.5200886,49.729164,-29.471596
bear,Medium,0.77970374,33.606304,-42.28411
bear,Large,0.75300765,44.401646,-31.94773
bear,Large,0.44263586,49.19462,-30.621748
bear,Large,0.4944843,49.44933,-31.300917
bear,Large,0.5051469,45.741528,-31.237364
bear,Large,0.56425935,47.908333,-30.637959
bear,Large,0.65336764,50.774178,-23.578005
bear,Medium,0.75554806,29.991283,-44.11429
bear,Large,0.6744082,51.1394,-29.504944
bear,Large,0.68925,44.514816,-31.319592
bear,Large,0.67311895,41.81473,-31.1741
bear,Large,0.609122,46.912067,-29.828943
bear,Medium,0.8560191,30.227282,-44.430923
bear,Large,0.45554352,49.19234,-30.37927
bear,Medium,0.67330873,41.468006,-38.113617
bear,Large,0.5984049,49.97288,-31.112482
bear,Large,0.70468485,46.59267,-22.027945
bear,Large,0.57717204,47.704376,-30.503225
bear,Large,0.5862477,47.732246,-23.844254
bear,Large,0.6886141,44.73451,-31.473547
zebra,Small,0.69821197,20.943243,-64.45953
zebra,Medium,0.79427886,18.642536,-65.38772
zebra,Medium,0.5762861,17.119928,-69.736496
zebra,Large,0.5455954,17.83138,-71.33967
zebra,Medium,0.5857217,16.869518,-69.925674
zebra,Large,0.5298439,17.607994,-71.09068
zebra,Large,0.74519515,21.67236,-73.53676
zebra,Large,0.5499282,19.709255,-75.441246
zebra,Large,0.62295717,20.616484,-72.51516
zebra,Medium,0.51970184,17.488808,-69.65961
zebra,Large,0.7704552,17.842215,-75.554756
zebra,Large,0.68467265,20.39823,-76.059814
zebra,Large,0.66774035,20.395851,-76.132416
zebra,Large,0.8086675,22.511593,-70.01291
zebra,Large,0.5890052,17.339577,-70.454056
zebra,Large,0.6881757,21.470232,-74.83769
zebra,Large,0.5230697,18.507267,-71.82325
zebra,Medium,0.76864415,18.292318,-65.48764
zebra,Large,0.537301,18.95171,-70.25562
zebra,Large,0.62126637,16.245438,-70.783295
zebra,Large,0.74001604,21.300014,-75.71183
zebra,Medium,0.5700249,18.59485,-67.93488
zebra,Small,1.0057799,21.130232,-61.303677
zebra,Medium,0.8182412,22.420128,-69.9459
zebra,Large,0.5969525,18.526518,-75.672905
zebra,Large,0.6736746,20.741438,-72.79604
zebra,Medium,0.6439489,18.777515,-67.17697
zebra,Large,0.6654796,19.670603,-69.817696
zebra,Large,0.5452856,20.319859,-73.455055
zebra,Large,0.602284,17.641443,-72.97561
zebra,Large,0.65479696,21.04524,-75.32152
zebra,Large,0.64726144,20.049547,-71.452705
zebra,Small,0.7377722,18.78535,-64.63748
zebra,Large,0.6407596,19.307161,-75.64137
zebra,Medium,0.66201067,18.75012,-66.354294
zebra,Large,0.5442165,20.37063,-73.484276
zebra,Large,0.6124536,18.947714,-75.647705
zebra,Large,0.6494416,21.295893,-74.686325
zebra,Medium,0.5881523,16.765352,-70.06356
zebra,Large,0.7140998,17.547285,-68.129654
zebra,Small,0.7541716,20.965311,-64.35057
zebra,Medium,0.725689,18.454119,-66.49337
zebra,Large,0.62636846,21.079657,-75.28837
zebra,Small,0.7848424,20.744093,-64.6234
zebra,Large,0.7559554,18.362967,-74.76385
zebra,Large,0.5490066,18.689308,-72.91798
zebra,Large,0.6889605,19.749807,-76.067444
zebra,Medium,0.658261,19.67461,-65.89886
zebra,Large,0.6708908,21.231527,-75.20391
zebra,Large,0.75136405,20.93886,-68.84702
zebra,Large,0.6860604,19.586655,-72.53226
zebra,Large,0.60681933,19.694624,-75.522
zebra,Medium,0.61047953,16.93398,-70.15179
zebra,Medium,0.8309711,20.948154,-68.67519
zebra,Medium,0.5326687,17.476696,-69.42264
zebra,Small,0.878373,18.18671,-62.569942
zebra,Large,0.538768,19.431927,-73.95553
zebra,Large,0.558189,19.452713,-75.542725
zebra,Medium,0.5409097,17.942112,-69.04889
zebra,Large,0.52121747,18.50915,-71.62164
zebra,Large,0.51514506,18.938118,-73.34475
zebra,Large,0.8549117,22.075064,-70.02485
zebra,Small,0.75888455,18.26583,-65.40363
zebra,Large,0.6077915,19.802092,-71.31331
zebra,Large,0.57027626,17.561548,-71.58158
zebra,Large,0.62693465,17.551645,-72.96695
zebra,Large,0.5923524,19.493029,-70.22321
zebra,Medium,0.50785047,18.19505,-69.472725
zebra,Medium,0.6056072,19.296288,-69.300705
zebra,Large,0.56526643,18.458015,-70.488914
zebra,Large,0.47814786,18.411724,-71.19917
zebra,Large,0.56033754,19.368538,-72.30288
zebra,Large,0.5424542,19.597832,-70.24461
zebra,Large,0.6239601,19.928526,-73.31867
zebra,Medium,0.7319045,19.370739,-69.12255
zebra,Large,0.5994731,18.887821,-74.387146
zebra,Large,0.62829477,16.267548,-70.99548
zebra,Small,0.7829748,28.687761,-45.030712
zebra,Medium,0.6837812,18.203125,-66.949425
zebra,Large,0.54130524,18.59852,-71.706894
zebra,Medium,0.7493683,20.048227,-65.391014
zebra,Medium,0.92589784,33.25408,-34.07919
zebra,Large,0.65073097,16.724756,-71.79766
zebra,Medium,0.69983816,19.750961,-65.628334
zebra,Large,0.612099,19.58371,-69.815216
zebra,Medium,0.6185342,18.748365,-67.86743
zebra,Small,0.75917023,18.810532,-64.721214
zebra,Large,0.70400727,21.234507,-70.13043
zebra,Large,0.59418565,17.135965,-71.68501
zebra,Medium,0.8062291,22.514675,-72.12528
zebra,Large,0.6816155,18.678429,-76.16293
zebra,Medium,0.5748827,17.216215,-69.44451
zebra,Large,0.5421594,17.509895,-71.30259
zebra,Large,0.51144785,18.989098,-73.3541
zebra,Large,0.5516775,19.84047,-70.40979
zebra,Large,0.63520837,19.614035,-75.41897
zebra,Large,0.6281001,20.276863,-76.038475
zebra,Medium,0.55852747,18.197264,-69.28696
zebra,Large,0.52694315,18.998915,-73.47805
zebra,Large,0.58628845,19.340302,-74.9858
giraffe,Large,0.62060606,29.730461,-63.362816
giraffe,Large,0.74704695,35.535633,-65.84573
giraffe,Large,0.6060336,29.970467,-61.174248
giraffe,Large,0.66362786,29.557049,-60.24239
giraffe,Large,0.48062935,32.029346,-66.613785
giraffe,Medium,0.6910389,28.410742,-61.6101
giraffe,Large,0.651101,29.072523,-59.83365
giraffe,Large,0.6190598,33.241726,-67.96442
giraffe,Large,0.5594092,30.403559,-64.441666
giraffe,Large,0.7793608,35.854294,-65.73484
giraffe,Medium,0.87815046,21.25871,-61.29512
giraffe,Large,0.8484437,34.863667,-68.25479
giraffe,Large,0.6235108,31.567242,-68.50498
giraffe,Large,0.5996173,30.685205,-63.212463
giraffe,Small,0.74989456,21.325493,-64.33386
giraffe,Small,0.8924066,18.250254,-62.396202
giraffe,Large,0.82190025,30.36953,-58.752014
giraffe,Large,0.61403275,31.922112,-67.95244
giraffe,Large,0.7433796,27.043865,-61.32613
giraffe,Large,0.60454744,31.046097,-65.82398
giraffe,Large,0.6619549,30.684563,-67.86902
giraffe,Large,0.57069445,32.569855,-66.71348
giraffe,Medium,0.8171502,30.961628,-61.485497
giraffe,Large,0.6449892,32.728138,-68.56382
giraffe,Medium,0.8113677,28.621065,-59.773888
giraffe,Large,0.62458843,31.400507,-66.5548
giraffe,Small,0.91858274,18.332571,-62.4684
giraffe,Large,0.6862364,32.61458,-65.64938
giraffe,Large,0.67739075,31.837408,-62.474216
giraffe,Large,0.65029347,32.385048,-63.882698
giraffe,Medium,0.60640144,28.559196,-63.19445
giraffe,Large,0.5728264,29.777287,-60.93686
giraffe,Medium,0.6804397,27.796486,-62.109375
giraffe,Medium,0.7851414,31.563362,-59.970356
giraffe,Large,0.66530466,31.936659,-66.293076
giraffe,Small,1.025862,19.226578,-62.43567
giraffe,Large,0.7496984,29.41477,-59.3867
giraffe,Medium,0.6054296,30.347984,-62.621582
giraffe,Large,0.7959673,35.777332,-65.76663
giraffe,Large,0.57889056,29.998665,-63.54963
giraffe,Medium,0.84896606,27.318144,-60.235897
giraffe,Large,0.59299237,32.290897,-65.0199
giraffe,Small,1.0269612,37.282234,-54.012447
giraffe,Large,0.53622293,30.430597,-64.35542
giraffe,Large,0.53042907,30.741617,-63.225742
giraffe,Small,0.97146237,-3.599998,-7.0044746
giraffe,Large,0.7795516,27.407331,-65.28137
giraffe,Medium,0.6830862,27.872488,-61.17411
giraffe,Large,0.69020414,32.604343,-68.928085
giraffe,Large,0.55496675,29.7836,-63.960537
giraffe,Medium,0.68129396,28.630178,-61.286232
giraffe,Medium,0.6084879,28.564651,-62.11387
giraffe,Large,0.6429905,31.465569,-67.49999
giraffe,Large,0.5783444,29.205818,-63.12072
giraffe,Large,0.6747074,30.183054,-60.269623
giraffe,Large,0.62271833,32.778847,-68.06704
giraffe,Medium,0.90757674,31.763914,-59.799973
giraffe,Large,0.74026394,33.802547,-67.58348
giraffe,Large,0.61088854,30.712938,-65.10549
giraffe,Large,0.753898,32.37034,-63.10163
giraffe,Large,0.533396,32.303234,-66.14644
giraffe,Large,0.62146765,32.610886,-67.53484
giraffe,Large,0.6675179,33.784515,-68.27026
giraffe,Medium,0.72994375,31.57248,-60.2152
giraffe,Large,0.5648921,29.612284,-62.635193
giraffe,Large,0.9127038,48.636677,-49.080013
giraffe,Large,0.6240588,29.709621,-61.447712
giraffe,Large,0.54063773,32.323845,-67.496185
giraffe,Medium,0.61340415,28.301075,-61.964394
giraffe,Medium,0.79333216,27.18261,-61.199986
giraffe,Large,0.58845377,30.989294,-62.849525
giraffe,Large,0.5325473,32.40473,-65.21074
giraffe,Medium,0.704255,28.885384,-64.008064
giraffe,Medium,0.5794859,28.843098,-63.124294
giraffe,Medium,0.6513932,28.351576,-62.814598
giraffe,Large,0.6143333,30.11808,-60.38704
giraffe,Large,0.6134821,32.925846,-67.92183
giraffe,Medium,0.9757236,19.979908,-63.27153
giraffe,Large,0.5901136,31.729385,-67.36331
giraffe,Medium,0.5841767,29.176014,-62.728703
giraffe,Medium,0.5383097,29.619469,-62.728573
giraffe,Large,0.52439016,32.02242,-67.08567
giraffe,Large,0.56765044,31.896807,-67.34862
giraffe,Large,0.6302691,33.267735,-65.24797
giraffe,Large,0.64290893,33.063614,-66.47393
giraffe,Large,0.64043444,31.282341,-66.927536
giraffe,Large,0.6101343,32.48918,-68.30938
giraffe,Medium,0.585946,30.695343,-62.66612
giraffe,Large,0.5726914,30.275713,-64.22146
giraffe,Large,0.6629966,32.41918,-68.78918
giraffe,Large,0.86598843,30.426193,-58.30129
giraffe,Large,0.6714613,33.47423,-66.77175
giraffe,Large,0.75169396,24.062496,-15.569709
giraffe,Large,0.6417065,28.968174,-63.271225
giraffe,Large,0.54877114,31.87321,-66.82639
giraffe,Small,0.87683034,18.92317,-63.940086
giraffe,Large,0.6542827,27.845892,-64.4406
giraffe,Large,0.7506865,33.653233,-68.70277
giraffe,Large,0.62095463,30.762754,-61.23646
giraffe,Medium,0.59550583,28.610106,-62.0066
backpack,Small,0.83431333,4.118454,2.5194988
backpack,Large,0.8385299,13.139495,-1.7656668
backpack,Small,0.73664045,4.562849,4.1507325
backpack,Large,0.7052225,12.671339,-0.40299222
backpack,Large,0.7667333,8.628794,6.8676662
backpack,Medium,0.8998483,16.980698,-2.013339
backpack,Medium,0.728811,9.411513,4.304962
backpack,Large,0.7884151,10.336266,6.696869
backpack,Large,0.66042465,12.348087,0.29622647
backpack,Small,0.8768704,11.377323,-9.412668
backpack,Large,0.74441063,12.860848,0.58355147
backpack,Medium,0.6899739,6.2204204,3.8304646
backpack,Medium,0.92185295,-62.970245,12.5083685
backpack,Small,0.804795,3.4109123,-1.8340632
backpack,Small,0.7167117,6.1131215,-0.91368645
backpack,Medium,0.7560309,9.137463,6.714816
backpack,Small,0.9962877,-3.7569466,-11.571055
backpack,Small,0.76749414,3.9810135,2.3504446
backpack,Small,0.91884786,3.4808269,-5.3294826
backpack,Medium,0.92489094,16.20118,-4.2100716
backpack,Medium,0.69387275,9.60577,-0.48258972
backpack,Medium,0.6674121,6.139851,4.0946355
backpack,Large,0.9639336,44.859753,-0.3290918
backpack,Medium,0.79243445,7.8332086,6.3059826
backpack,Small,0.96330255,15.435733,-9.362112
backpack,Large,0.83771944,11.717548,7.3212233
backpack,Small,0.82641274,6.2015567,-2.4950023
backpack,Medium,0.8012688,5.1289515,3.20284
backpack,Medium,0.90267897,9.585884,12.445895
backpack,Medium,0.6798355,9.917523,-0.49382788
backpack,Medium,0.76553315,7.179269,2.1300254
backpack,Medium,0.71045595,6.222674,0.9027472
